InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
537901,84406B,CREAM CUPID HEARTS COAT HANGER,1,2011-09-15 18:51:00,2.48,12622,Belgium
537901,22197,SMALL POPCORN HOLDER,8,2011-09-15 18:51:00,0.79,12622,Belgium
537901,22138,BAKING SET 9 PIECE RETROSPOT,16,2011-09-15 18:51:00,4.58,12622,Belgium
537901,84029E,RED WOOLLY HOTTIE WHITE HEART,18,2011-09-15 18:51:00,3.85,12622,Belgium
541153,22960,JAM MAKING SET WITH JARS,8,2011-09-15 19:06:00,3.93,13138,United Kingdom
541153,48187,DOORMAT HOME SWEET HOME,11,2011-09-15 19:06:00,6.39,13138,United Kingdom
541153,22197,SMALL POPCORN HOLDER,10,2011-09-15 19:06:00,0.88,13138,United Kingdom
537167,21506,FANCY FONT BIRTHDAY CARD,14,2011-09-15 19:20:00,0.41,12472,EIRE
537167,21754,HOME BUILDING BLOCK WORD,19,2011-09-15 19:20:00,5.72,12472,EIRE
537167,21730,GLASS STAR FROSTED T-LIGHT HOLDER,16,2011-09-15 19:20:00,4.38,12472,EIRE
537167,22138,BAKING SET 9 PIECE RETROSPOT,6,2011-09-15 19:20:00,4.84,12472,EIRE
536685,22752,SET 7 BABUSHKA NESTING BOXES,9,2011-09-15 19:27:00,7.66,12402,United Kingdom
536685,22138,BAKING SET 9 PIECE RETROSPOT,14,2011-09-15 19:27:00,5.05,12402,United Kingdom
539703,84029E,RED WOOLLY HOTTIE WHITE HEART,7,2011-09-15 19:34:00,4.01,12909,Germany
539703,23203,JUMBO BAG VINTAGE DOILY,10,2011-09-15 19:34:00,1.94,12909,Germany
539703,71053,WHITE METAL LANTERN,11,2011-09-15 19:34:00,3.44,12909,Germany
C539518,71053,WHITE METAL LANTERN,-16,2011-09-15 19:39:00,3.6,12881,United Kingdom
C539518,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,-20,2011-09-15 19:39:00,1.65,12881,United Kingdom
C539518,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-5,2011-09-15 19:39:00,2.38,12881,United Kingdom
538071,22138,BAKING SET 9 PIECE RETROSPOT,11,2011-09-16 08:37:00,4.82,12648,United Kingdom
538071,22086,PAPER CHAIN KIT 50'S CHRISTMAS,2,2011-09-16 08:37:00,2.76,12648,United Kingdom
538071,84029E,RED WOOLLY HOTTIE WHITE HEART,2,2011-09-16 08:37:00,3.41,12648,United Kingdom
538071,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,16,2011-09-16 08:37:00,3.56,12648,United Kingdom
539956,84879,ASSORTED COLOUR BIRD ORNAMENT,9,2011-09-16 08:42:00,1.83,12938,United Kingdom
539956,22138,BAKING SET 9 PIECE RETROSPOT,4,2011-09-16 08:42:00,4.66,12938,United Kingdom
539956,23298,SPACEBOY LUNCH BOX,9,2011-09-16 08:42:00,1.77,12938,United Kingdom
539956,23203,JUMBO BAG VINTAGE DOILY,10,2011-09-16 08:42:00,1.82,12938,United Kingdom
539841,21212,PACK OF 72 RETROSPOT CAKE CASES,11,2011-09-16 11:03:00,0.54,12927,EIRE
540858,21506,FANCY FONT BIRTHDAY CARD,10,2011-09-16 11:36:00,0.4,13083,United Kingdom
540858,22086,PAPER CHAIN KIT 50'S CHRISTMAS,9,2011-09-16 11:36:00,2.32,13083,United Kingdom
540858,22752,SET 7 BABUSHKA NESTING BOXES,13,2011-09-16 11:36:00,7.71,13083,United Kingdom
540858,23203,JUMBO BAG VINTAGE DOILY,2,2011-09-16 11:36:00,2.11,13083,United Kingdom
542376,48187,DOORMAT HOME SWEET HOME,7,2011-09-16 11:46:00,6.56,,United Kingdom
540889,21212,PACK OF 72 RETROSPOT CAKE CASES,8,2011-09-16 12:00:00,0.59,13086,United Kingdom
540889,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,18,2011-09-16 12:00:00,1.79,13086,United Kingdom
540889,22197,SMALL POPCORN HOLDER,4,2011-09-16 12:00:00,0.81,13086,United Kingdom
540889,71053,WHITE METAL LANTERN,7,2011-09-16 12:00:00,3.07,13086,United Kingdom
539793,22752,SET 7 BABUSHKA NESTING BOXES,13,2011-09-16 12:07:00,7.18,12918,Spain
539793,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2011-09-16 12:07:00,2.71,12918,Spain
539793,84879,ASSORTED COLOUR BIRD ORNAMENT,2,2011-09-16 12:07:00,1.83,12918,Spain
539793,21754,HOME BUILDING BLOCK WORD,19,2011-09-16 12:07:00,5.51,12918,Spain
536595,21212,PACK OF 72 RETROSPOT CAKE CASES,1,2011-09-16 13:04:00,0.53,12388,United Kingdom
536595,48187,DOORMAT HOME SWEET HOME,18,2011-09-16 13:04:00,7.56,12388,United Kingdom
536595,22197,SMALL POPCORN HOLDER,20,2011-09-16 13:04:00,0.83,12388,United Kingdom
537580,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,20,2011-09-16 13:54:00,4.04,12555,United Kingdom
538746,71053,WHITE METAL LANTERN,18,2011-09-16 13:58:00,3.17,12768,United Kingdom
538746,21506,FANCY FONT BIRTHDAY CARD,18,2011-09-16 13:58:00,0.41,12768,United Kingdom
538746,84879,ASSORTED COLOUR BIRD ORNAMENT,2,2011-09-16 13:58:00,1.61,12768,United Kingdom
538746,22960,JAM MAKING SET WITH JARS,3,2011-09-16 13:58:00,4.59,12768,United Kingdom
538746,21212,PACK OF 72 RETROSPOT CAKE CASES,5,2011-09-16 13:58:00,0.56,12768,United Kingdom
538746,21212,PACK OF 72 RETROSPOT CAKE CASES,5,2011-09-16 13:58:00,0.58,12768,United Kingdom
538746,21506,FANCY FONT BIRTHDAY CARD,1,2011-09-16 13:58:00,0.42,12768,United Kingdom
538746,71053,WHITE METAL LANTERN,12,2011-09-16 13:58:00,3.63,12768,United Kingdom
539672,84029E,RED WOOLLY HOTTIE WHITE HEART,6,2011-09-16 19:27:00,3.5,12905,France
539672,71053,WHITE METAL LANTERN,11,2011-09-16 19:27:00,3.6,12905,France
539672,22960,JAM MAKING SET WITH JARS,4,2011-09-16 19:27:00,4.22,12905,France
539672,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2011-09-16 19:27:00,2.79,12905,France
539672,48187,DOORMAT HOME SWEET HOME,16,2011-09-16 19:27:00,6.68,12905,France
539672,84029E,RED WOOLLY HOTTIE WHITE HEART,20,2011-09-16 19:27:00,3.54,12905,France
539672,23298,SPACEBOY LUNCH BOX,19,2011-09-16 19:27:00,2.08,12905,France
540300,23203,JUMBO BAG VINTAGE DOILY,20,2011-09-16 19:27:00,1.82,12987,United Kingdom
540300,48187,DOORMAT HOME SWEET HOME,5,2011-09-16 19:27:00,6.8,12987,United Kingdom
540300,21212,PACK OF 72 RETROSPOT CAKE CASES,4,2011-09-16 19:27:00,0.59,12987,United Kingdom
540300,21754,HOME BUILDING BLOCK WORD,3,2011-09-16 19:27:00,6.37,12987,United Kingdom
540300,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,2,2011-09-16 19:27:00,1.64,12987,United Kingdom
540300,48187,DOORMAT HOME SWEET HOME,12,2011-09-16 19:27:00,7.73,12987,United Kingdom
540300,21754,HOME BUILDING BLOCK WORD,13,2011-09-16 19:27:00,5.48,12987,United Kingdom
540300,23298,SPACEBOY LUNCH BOX,20,2011-09-16 19:27:00,1.81,12987,United Kingdom
539038,21506,FANCY FONT BIRTHDAY CARD,6,2011-09-17 08:40:00,0.46,12804,United Kingdom
539038,22138,BAKING SET 9 PIECE RETROSPOT,7,2011-09-17 08:40:00,4.58,12804,United Kingdom
539038,71053,WHITE METAL LANTERN,16,2011-09-17 08:40:00,3.19,12804,United Kingdom
539038,84406B,CREAM CUPID HEARTS COAT HANGER,6,2011-09-17 08:40:00,2.56,12804,United Kingdom
539038,22086,PAPER CHAIN KIT 50'S CHRISTMAS,5,2011-09-17 08:40:00,2.46,12804,United Kingdom
539605,84406B,CREAM CUPID HEARTS COAT HANGER,1,2011-09-17 09:00:00,2.57,12897,United Kingdom
539605,21754,HOME BUILDING BLOCK WORD,17,2011-09-17 09:00:00,5.6,12897,United Kingdom
536803,48187,DOORMAT HOME SWEET HOME,1,2011-09-17 09:45:00,6.93,12418,United Kingdom
536803,21754,HOME BUILDING BLOCK WORD,17,2011-09-17 09:45:00,5.94,12418,United Kingdom
536803,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,19,2011-09-17 09:45:00,1.64,12418,United Kingdom
542004,22086,PAPER CHAIN KIT 50'S CHRISTMAS,1,2011-09-17 09:47:00,2.57,,United Kingdom
542265,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,4,2011-09-17 10:04:00,4.1,,France
540334,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,15,2011-09-17 10:06:00,3.69,12997,United Kingdom
540334,22138,BAKING SET 9 PIECE RETROSPOT,3,2011-09-17 10:06:00,5.21,12997,United Kingdom
540334,22197,SMALL POPCORN HOLDER,15,2011-09-17 10:06:00,0.8,12997,United Kingdom
540334,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,2011-09-17 10:06:00,3.49,12997,United Kingdom
540334,23203,JUMBO BAG VINTAGE DOILY,17,2011-09-17 10:06:00,2.0,12997,United Kingdom
540334,22423,REGENCY CAKESTAND 3 TIER,7,2011-09-17 10:06:00,13.98,12997,United Kingdom
540334,84029E,RED WOOLLY HOTTIE WHITE HEART,14,2011-09-17 10:06:00,3.62,12997,United Kingdom
538174,84879,ASSORTED COLOUR BIRD ORNAMENT,13,2011-09-17 10:32:00,1.67,12660,United Kingdom
C536993,23203,JUMBO BAG VINTAGE DOILY,-15,2011-09-17 11:04:00,1.98,12447,United Kingdom
C536993,23203,JUMBO BAG VINTAGE DOILY,-11,2011-09-17 11:04:00,1.97,12447,United Kingdom
C536993,21506,FANCY FONT BIRTHDAY CARD,-18,2011-09-17 11:04:00,0.38,12447,United Kingdom
C536993,84879,ASSORTED COLOUR BIRD ORNAMENT,-11,2011-09-17 11:04:00,1.64,12447,United Kingdom
C536993,22086,PAPER CHAIN KIT 50'S CHRISTMAS,-5,2011-09-17 11:04:00,2.53,12447,United Kingdom
540352,22423,REGENCY CAKESTAND 3 TIER,20,2011-09-17 13:32:00,11.64,13003,Netherlands
540352,84029E,RED WOOLLY HOTTIE WHITE HEART,16,2011-09-17 13:32:00,3.4,13003,Netherlands
540352,23203,JUMBO BAG VINTAGE DOILY,4,2011-09-17 13:32:00,1.87,13003,Netherlands
537028,21730,GLASS STAR FROSTED T-LIGHT HOLDER,7,2011-09-17 13:59:00,4.08,12450,Spain
537028,23298,SPACEBOY LUNCH BOX,9,2011-09-17 13:59:00,1.85,12450,Spain
537028,21730,GLASS STAR FROSTED T-LIGHT HOLDER,12,2011-09-17 13:59:00,3.85,12450,Spain
537028,22086,PAPER CHAIN KIT 50'S CHRISTMAS,4,2011-09-17 13:59:00,2.72,12450,Spain
536635,22423,REGENCY CAKESTAND 3 TIER,4,2011-09-17 14:12:00,12.31,12394,United Kingdom
536635,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,8,2011-09-17 14:12:00,3.93,12394,United Kingdom
536635,21730,GLASS STAR FROSTED T-LIGHT HOLDER,13,2011-09-17 14:12:00,4.58,12394,United Kingdom
536635,84406B,CREAM CUPID HEARTS COAT HANGER,16,2011-09-17 14:12:00,2.8,12394,United Kingdom
536635,71053,WHITE METAL LANTERN,14,2011-09-17 14:12:00,3.15,12394,United Kingdom
536635,23203,JUMBO BAG VINTAGE DOILY,15,2011-09-17 14:12:00,1.82,12394,United Kingdom
540584,23203,JUMBO BAG VINTAGE DOILY,16,2011-09-17 15:13:00,1.86,13030,EIRE
540584,48187,DOORMAT HOME SWEET HOME,1,2011-09-17 15:13:00,7.14,13030,EIRE
540584,22138,BAKING SET 9 PIECE RETROSPOT,2,2011-09-17 15:13:00,4.59,13030,EIRE
540584,48187,DOORMAT HOME SWEET HOME,6,2011-09-17 15:13:00,7.45,13030,EIRE
536686,71053,WHITE METAL LANTERN,6,2011-09-17 15:44:00,3.48,12402,United Kingdom
538430,84406B,CREAM CUPID HEARTS COAT HANGER,16,2011-09-17 19:57:00,2.97,12713,United Kingdom
541126,21754,HOME BUILDING BLOCK WORD,19,2011-09-18 08:59:00,6.22,13134,United Kingdom
541126,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,4,2011-09-18 08:59:00,4.02,13134,United Kingdom
541126,21212,PACK OF 72 RETROSPOT CAKE CASES,9,2011-09-18 08:59:00,0.58,13134,United Kingdom
541126,22960,JAM MAKING SET WITH JARS,5,2011-09-18 08:59:00,4.04,13134,United Kingdom
541126,21212,PACK OF 72 RETROSPOT CAKE CASES,3,2011-09-18 08:59:00,0.6,13134,United Kingdom
541126,48187,DOORMAT HOME SWEET HOME,4,2011-09-18 08:59:00,6.65,13134,United Kingdom
541886,23203,JUMBO BAG VINTAGE DOILY,14,2011-09-18 09:25:00,1.86,13232,United Kingdom
540854,21212,PACK OF 72 RETROSPOT CAKE CASES,1,2011-09-18 10:07:00,0.5,13083,United Kingdom
540854,84029E,RED WOOLLY HOTTIE WHITE HEART,5,2011-09-18 10:07:00,3.58,13083,United Kingdom
540854,21506,FANCY FONT BIRTHDAY CARD,10,2011-09-18 10:07:00,0.44,13083,United Kingdom
539746,84879,ASSORTED COLOUR BIRD ORNAMENT,5,2011-09-18 11:06:00,1.8,12916,United Kingdom
539746,21754,HOME BUILDING BLOCK WORD,13,2011-09-18 11:06:00,5.47,12916,United Kingdom
539746,22752,SET 7 BABUSHKA NESTING BOXES,6,2011-09-18 11:06:00,7.28,12916,United Kingdom
539746,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-09-18 11:06:00,2.31,12916,United Kingdom
539746,84879,ASSORTED COLOUR BIRD ORNAMENT,19,2011-09-18 11:06:00,1.59,12916,United Kingdom
539746,84879,ASSORTED COLOUR BIRD ORNAMENT,18,2011-09-18 11:06:00,1.55,12916,United Kingdom
539746,22423,REGENCY CAKESTAND 3 TIER,11,2011-09-18 11:06:00,11.57,12916,United Kingdom
539746,71053,WHITE METAL LANTERN,6,2011-09-18 11:06:00,3.15,12916,United Kingdom
C541767,22423,REGENCY CAKESTAND 3 TIER,-6,2011-09-18 12:46:00,11.99,13217,United Kingdom
C541767,84406B,CREAM CUPID HEARTS COAT HANGER,-12,2011-09-18 12:46:00,2.61,13217,United Kingdom
540588,84879,ASSORTED COLOUR BIRD ORNAMENT,15,2011-09-18 16:29:00,1.59,13030,EIRE
540588,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,7,2011-09-18 16:29:00,3.39,13030,EIRE
540588,22752,SET 7 BABUSHKA NESTING BOXES,1,2011-09-18 16:29:00,8.35,13030,EIRE
541106,21754,HOME BUILDING BLOCK WORD,19,2011-09-18 18:23:00,5.79,13128,Germany
541106,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-09-18 18:23:00,1.72,13128,Germany
540988,85123A,WHITE HANGING HEART T-LIGHT HOLDER,13,2011-09-18 18:25:00,2.31,13103,Portugal
540988,84879,ASSORTED COLOUR BIRD ORNAMENT,13,2011-09-18 18:25:00,1.62,13103,Portugal
540988,21730,GLASS STAR FROSTED T-LIGHT HOLDER,5,2011-09-18 18:25:00,4.57,13103,Portugal
540988,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-09-18 18:25:00,2.56,13103,Portugal
540988,23203,JUMBO BAG VINTAGE DOILY,11,2011-09-18 18:25:00,2.12,13103,Portugal
539271,22960,JAM MAKING SET WITH JARS,14,2011-09-18 18:32:00,4.12,12833,United Kingdom
539271,22086,PAPER CHAIN KIT 50'S CHRISTMAS,4,2011-09-18 18:32:00,2.42,12833,United Kingdom
539271,22086,PAPER CHAIN KIT 50'S CHRISTMAS,4,2011-09-18 18:32:00,2.47,12833,United Kingdom
539271,21212,PACK OF 72 RETROSPOT CAKE CASES,6,2011-09-18 18:32:00,0.55,12833,United Kingdom
539271,22197,SMALL POPCORN HOLDER,7,2011-09-18 18:32:00,0.87,12833,United Kingdom
541049,21212,PACK OF 72 RETROSPOT CAKE CASES,15,2011-09-18 18:50:00,0.6,13117,Spain
541049,23203,JUMBO BAG VINTAGE DOILY,18,2011-09-18 18:50:00,2.12,13117,Spain
541049,22423,REGENCY CAKESTAND 3 TIER,1,2011-09-18 18:50:00,11.69,13117,Spain
541049,23298,SPACEBOY LUNCH BOX,4,2011-09-18 18:50:00,2.13,13117,Spain
541049,21506,FANCY FONT BIRTHDAY CARD,20,2011-09-18 18:50:00,0.39,13117,Spain
541049,22752,SET 7 BABUSHKA NESTING BOXES,13,2011-09-18 18:50:00,7.08,13117,Spain
537501,84879,ASSORTED COLOUR BIRD ORNAMENT,18,2011-09-18 18:57:00,1.82,12539,France
537501,22960,JAM MAKING SET WITH JARS,14,2011-09-18 18:57:00,4.53,12539,France
537501,71053,WHITE METAL LANTERN,12,2011-09-18 18:57:00,3.7,12539,France
537501,71053,WHITE METAL LANTERN,7,2011-09-18 18:57:00,3.5,12539,France
537096,84029E,RED WOOLLY HOTTIE WHITE HEART,8,2011-09-18 19:30:00,3.76,12456,Italy
537096,21506,FANCY FONT BIRTHDAY CARD,7,2011-09-18 19:30:00,0.41,12456,Italy
537096,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,2011-09-18 19:30:00,2.62,12456,Italy
537096,84879,ASSORTED COLOUR BIRD ORNAMENT,10,2011-09-18 19:30:00,1.75,12456,Italy
537096,23298,SPACEBOY LUNCH BOX,20,2011-09-18 19:30:00,1.8,12456,Italy
537922,21754,HOME BUILDING BLOCK WORD,8,2011-09-18 19:56:00,6.38,12626,United Kingdom
537922,21506,FANCY FONT BIRTHDAY CARD,15,2011-09-18 19:56:00,0.41,12626,United Kingdom
537922,84879,ASSORTED COLOUR BIRD ORNAMENT,18,2011-09-18 19:56:00,1.57,12626,United Kingdom
537922,22752,SET 7 BABUSHKA NESTING BOXES,13,2011-09-18 19:56:00,7.16,12626,United Kingdom
541152,21730,GLASS STAR FROSTED T-LIGHT HOLDER,19,2011-09-19 09:20:00,4.01,13138,United Kingdom
541152,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,8,2011-09-19 09:20:00,4.11,13138,United Kingdom
541152,22423,REGENCY CAKESTAND 3 TIER,20,2011-09-19 09:20:00,13.01,13138,United Kingdom
541152,22197,SMALL POPCORN HOLDER,5,2011-09-19 09:20:00,0.89,13138,United Kingdom
541152,84406B,CREAM CUPID HEARTS COAT HANGER,7,2011-09-19 09:20:00,2.95,13138,United Kingdom
541152,21730,GLASS STAR FROSTED T-LIGHT HOLDER,2,2011-09-19 09:20:00,4.0,13138,United Kingdom
541152,22960,JAM MAKING SET WITH JARS,5,2011-09-19 09:20:00,3.97,13138,United Kingdom
537329,23298,SPACEBOY LUNCH BOX,5,2011-09-19 11:12:00,1.85,12501,France
537504,22197,SMALL POPCORN HOLDER,14,2011-09-19 11:59:00,0.86,12539,France
541774,84029E,RED WOOLLY HOTTIE WHITE HEART,9,2011-09-19 12:03:00,3.97,13217,United Kingdom
541774,71053,WHITE METAL LANTERN,14,2011-09-19 12:03:00,3.22,13217,United Kingdom
541774,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,2011-09-19 12:03:00,2.73,13217,United Kingdom
542441,71053,WHITE METAL LANTERN,9,2011-09-19 12:06:00,3.47,,EIRE
538496,22423,REGENCY CAKESTAND 3 TIER,10,2011-09-19 12:25:00,13.33,12732,United Kingdom
538496,22960,JAM MAKING SET WITH JARS,8,2011-09-19 12:25:00,4.54,12732,United Kingdom
538496,22197,SMALL POPCORN HOLDER,8,2011-09-19 12:25:00,0.9,12732,United Kingdom
538496,71053,WHITE METAL LANTERN,18,2011-09-19 12:25:00,3.46,12732,United Kingdom
538496,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,7,2011-09-19 12:25:00,3.46,12732,United Kingdom
538496,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,11,2011-09-19 12:25:00,1.78,12732,United Kingdom
538496,48187,DOORMAT HOME SWEET HOME,16,2011-09-19 12:25:00,6.47,12732,United Kingdom
538496,22423,REGENCY CAKESTAND 3 TIER,5,2011-09-19 12:25:00,11.75,12732,United Kingdom
536608,23298,SPACEBOY LUNCH BOX,12,2011-09-19 12:36:00,2.14,12389,United Kingdom
536608,22197,SMALL POPCORN HOLDER,1,2011-09-19 12:36:00,0.87,12389,United Kingdom
536608,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,13,2011-09-19 12:36:00,1.74,12389,United Kingdom
536608,22960,JAM MAKING SET WITH JARS,2,2011-09-19 12:36:00,4.14,12389,United Kingdom
536608,21754,HOME BUILDING BLOCK WORD,2,2011-09-19 12:36:00,5.36,12389,United Kingdom
540141,85123A,WHITE HANGING HEART T-LIGHT HOLDER,11,2011-09-19 12:51:00,2.65,12960,United Kingdom
540141,21506,FANCY FONT BIRTHDAY CARD,11,2011-09-19 12:51:00,0.41,12960,United Kingdom
540141,22752,SET 7 BABUSHKA NESTING BOXES,10,2011-09-19 12:51:00,8.38,12960,United Kingdom
540141,21730,GLASS STAR FROSTED T-LIGHT HOLDER,14,2011-09-19 12:51:00,4.66,12960,United Kingdom
540141,23203,JUMBO BAG VINTAGE DOILY,2,2011-09-19 12:51:00,2.07,12960,United Kingdom
540755,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,2011-09-19 12:58:00,3.9,13058,United Kingdom
540755,84879,ASSORTED COLOUR BIRD ORNAMENT,19,2011-09-19 12:58:00,1.76,13058,United Kingdom
540755,22960,JAM MAKING SET WITH JARS,7,2011-09-19 12:58:00,3.94,13058,United Kingdom
540755,21212,PACK OF 72 RETROSPOT CAKE CASES,10,2011-09-19 12:58:00,0.57,13058,United Kingdom
540995,22423,REGENCY CAKESTAND 3 TIER,7,2011-09-19 13:27:00,12.59,13103,Portugal
540995,84406B,CREAM CUPID HEARTS COAT HANGER,2,2011-09-19 13:27:00,2.73,13103,Portugal
540995,84029E,RED WOOLLY HOTTIE WHITE HEART,15,2011-09-19 13:27:00,3.73,13103,Portugal
540995,21754,HOME BUILDING BLOCK WORD,16,2011-09-19 13:27:00,6.22,13103,Portugal
540995,84879,ASSORTED COLOUR BIRD ORNAMENT,20,2011-09-19 13:27:00,1.85,13103,Portugal
540995,22423,REGENCY CAKESTAND 3 TIER,5,2011-09-19 13:27:00,12.22,13103,Portugal
540995,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2011-09-19 13:27:00,2.63,13103,Portugal
540995,71053,WHITE METAL LANTERN,12,2011-09-19 13:27:00,3.06,13103,Portugal
540758,21754,HOME BUILDING BLOCK WORD,2,2011-09-19 14:12:00,5.5,13058,United Kingdom
540758,21506,FANCY FONT BIRTHDAY CARD,4,2011-09-19 14:12:00,0.44,13058,United Kingdom
540758,84406B,CREAM CUPID HEARTS COAT HANGER,8,2011-09-19 14:12:00,2.92,13058,United Kingdom
540758,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-09-19 14:12:00,2.5,13058,United Kingdom
540758,22960,JAM MAKING SET WITH JARS,2,2011-09-19 14:12:00,4.33,13058,United Kingdom
540758,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6,2011-09-19 14:12:00,4.03,13058,United Kingdom
540758,22197,SMALL POPCORN HOLDER,19,2011-09-19 14:12:00,0.79,13058,United Kingdom
540758,84029E,RED WOOLLY HOTTIE WHITE HEART,8,2011-09-19 14:12:00,3.95,13058,United Kingdom
537696,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,7,2011-09-19 15:13:00,1.75,12580,Portugal
537696,22138,BAKING SET 9 PIECE RETROSPOT,19,2011-09-19 15:13:00,5.39,12580,Portugal
537696,22138,BAKING SET 9 PIECE RETROSPOT,15,2011-09-19 15:13:00,5.15,12580,Portugal
537696,22752,SET 7 BABUSHKA NESTING BOXES,20,2011-09-19 15:13:00,8.28,12580,Portugal
537696,84029E,RED WOOLLY HOTTIE WHITE HEART,15,2011-09-19 15:13:00,3.55,12580,Portugal
537696,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,13,2011-09-19 15:13:00,1.78,12580,Portugal
537696,21730,GLASS STAR FROSTED T-LIGHT HOLDER,2,2011-09-19 15:13:00,3.94,12580,Portugal
537696,84406B,CREAM CUPID HEARTS COAT HANGER,11,2011-09-19 15:13:00,2.78,12580,Portugal
538504,22138,BAKING SET 9 PIECE RETROSPOT,17,2011-09-19 15:17:00,5.07,12733,United Kingdom
542095,23203,JUMBO BAG VINTAGE DOILY,4,2011-09-19 15:25:00,1.8,,United Kingdom
541718,21730,GLASS STAR FROSTED T-LIGHT HOLDER,17,2011-09-19 16:07:00,4.4,13208,Netherlands
541718,48187,DOORMAT HOME SWEET HOME,15,2011-09-19 16:07:00,6.68,13208,Netherlands
541718,22197,SMALL POPCORN HOLDER,15,2011-09-19 16:07:00,0.87,13208,Netherlands
537016,22960,JAM MAKING SET WITH JARS,20,2011-09-19 16:30:00,4.0,12449,France
537016,84029E,RED WOOLLY HOTTIE WHITE HEART,11,2011-09-19 16:30:00,3.49,12449,France
542345,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,7,2011-09-19 16:38:00,3.49,,United Kingdom
538675,21506,FANCY FONT BIRTHDAY CARD,1,2011-09-19 18:03:00,0.39,12759,United Kingdom
538675,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2011-09-19 18:03:00,2.63,12759,United Kingdom
538675,84406B,CREAM CUPID HEARTS COAT HANGER,16,2011-09-19 18:03:00,2.7,12759,United Kingdom
538675,84406B,CREAM CUPID HEARTS COAT HANGER,15,2011-09-19 18:03:00,2.49,12759,United Kingdom
538675,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,7,2011-09-19 18:03:00,3.86,12759,United Kingdom
538675,71053,WHITE METAL LANTERN,4,2011-09-19 18:03:00,3.12,12759,United Kingdom
542426,23203,JUMBO BAG VINTAGE DOILY,5,2011-09-19 18:29:00,1.85,,United Kingdom
538876,23298,SPACEBOY LUNCH BOX,16,2011-09-19 19:51:00,1.92,12788,United Kingdom
538876,84879,ASSORTED COLOUR BIRD ORNAMENT,20,2011-09-19 19:51:00,1.83,12788,United Kingdom
538876,23203,JUMBO BAG VINTAGE DOILY,6,2011-09-19 19:51:00,1.97,12788,United Kingdom
538876,22752,SET 7 BABUSHKA NESTING BOXES,14,2011-09-19 19:51:00,7.23,12788,United Kingdom
538876,21506,FANCY FONT BIRTHDAY CARD,7,2011-09-19 19:51:00,0.39,12788,United Kingdom
538876,21212,PACK OF 72 RETROSPOT CAKE CASES,8,2011-09-19 19:51:00,0.55,12788,United Kingdom
538227,84879,ASSORTED COLOUR BIRD ORNAMENT,1,2011-09-20 11:41:00,1.6,12672,United Kingdom
538227,22138,BAKING SET 9 PIECE RETROSPOT,9,2011-09-20 11:41:00,5.0,12672,United Kingdom
538227,71053,WHITE METAL LANTERN,16,2011-09-20 11:41:00,3.41,12672,United Kingdom
538227,22138,BAKING SET 9 PIECE RETROSPOT,8,2011-09-20 11:41:00,4.98,12672,United Kingdom
538227,21730,GLASS STAR FROSTED T-LIGHT HOLDER,18,2011-09-20 11:41:00,4.14,12672,United Kingdom
540933,21754,HOME BUILDING BLOCK WORD,9,2011-09-20 13:03:00,6.16,13093,Germany
540933,84406B,CREAM CUPID HEARTS COAT HANGER,1,2011-09-20 13:03:00,3.01,13093,Germany
540933,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,20,2011-09-20 13:03:00,1.78,13093,Germany
540933,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,2011-09-20 13:03:00,4.62,13093,Germany
541051,22138,BAKING SET 9 PIECE RETROSPOT,15,2011-09-20 15:03:00,5.18,13117,Spain
